arrondissement,genre,espece,hauteur,geo_point_2d
15,Platanus,x hispanica,15,"48.836565332972285, 2.276626282787225"
13,Aesculus,hippocastanum,10,"48.83313838284368, 2.370850378271577"
12,Non spécifié,sp.,0,"48.83762352302181, 2.40603199585927"
3,Ehretia,dicksonii,9,"48.85838724759469, 2.3627659347784324"
18,Robinia,pseudoacacia,9,"48.89935512927809, 2.347778320762727"
12,Styphnolobium,japonicum,5,"48.83964279329089, 2.4044326571484422"
19,Quercus,ilex,5,"48.87918744130904, 2.4093770687885385"
15,Acer,griseum,4,"48.85113767590232, 2.2961472077844896"
19,Celtis,australis,5,"48.8951417431372, 2.3745048497792585"
11,Aesculus,sp.,10,"48.848659052794986, 2.398538841618529"
19,Pyrus,calleryana,8,"48.87490507963936, 2.3789198526297386"
12,Tilia,tomentosa,5,"48.833227842108265, 2.4025766611961474"
12,Tilia,x europaea,10,"48.835821657246605, 2.38035131631895"
3,Gleditsia,triacanthos f. Inermis,20,"48.864035504775245, 2.3612780688534074"
15,Koelreuteria,paniculata,7,"48.83723839273607, 2.290754437330597"
12,Aesculus,hippocastanum,12,"48.835221482666974, 2.3967250006470033"
7,Platanus,x hispanica,16,"48.8515843276813, 2.3146104546022825"
2,Platanus,x hispanica,10,"48.86911618896701, 2.354016684910435"
16,Platanus,x hispanica,5,"48.864736896819, 2.2959249018297134"
5,Platanus,x hispanica,10,"48.8458095730985, 2.340124657311394"
20,Aesculus,x carnea,12,"48.86232517850052, 2.4065482205459503"
20,Aesculus,hippocastanum,15,"48.86253226673086, 2.3934793844349582"
16,Styphnolobium,japonicum,12,"48.84626442676064, 2.2581951495925376"
6,Aesculus,hippocastanum,15,"48.84191109670749, 2.3364036981781457"
4,Platanus,x hispanica,10,"48.85382882631051, 2.356177454913251"
12,Tilia,platyphyllos,14,"48.83305569635772, 2.44321286472331"
15,Platanus,x hispanica,20,"48.84826769439876, 2.305304208039877"
13,Acer,platanoides,10,"48.81929661956655, 2.3486512740093857"
15,Styphnolobium,japonicum,7,"48.840919101550625, 2.277824656514397"
17,Zelkova,serrata,6,"48.88941928913345, 2.3100631121801385"
18,Acer,campestre,5,"48.886416791184296, 2.3534664022932996"
8,Aesculus,hippocastanum,13,"48.86488597900227, 2.3113944892283955"
16,Taxus,baccata,10,"48.86276754086279, 2.29032259030251"
20,Prunus,maackii,5,"48.85959751056136, 2.406136330761632"
11,Platanus,x hispanica,10,"48.860442956677836, 2.3758564145724144"
15,Aesculus,hippocastanum,5,"48.841549852597, 2.3136656634104074"
13,Acer,platanoides,12,"48.81793519580242, 2.3595770877395066"
13,Carpinus,betulus,12,"48.81884585008349, 2.3538622677613263"
20,Acer,negundo,7,"48.859379093036075, 2.3947920732463808"
16,Aesculus,hippocastanum,13,"48.86266096579422, 2.284152366699595"
16,Morus,alba,10,"48.85106592846556, 2.26787700278296"
18,Aesculus,x carnea,7,"48.899322072172204, 2.3393675919046024"
8,Pinus,nigra subsp. laricio,15,"48.879972211058785, 2.308043488729906"
15,Aesculus,hippocastanum,5,"48.845211437536086, 2.292206844576748"
7,Platanus,x hispanica,10,"48.86205064926299, 2.310467168105846"
15,Pyrus,calleryana,7,"48.831448377738475, 2.3022337783322553"
19,Celtis,australis,8,"48.88667143259147, 2.388075553578867"
19,Platanus,x hispanica,20,"48.88685103707162, 2.385413230978234"
12,Platanus,x hispanica,10,"48.84719372214222, 2.3718988932758864"
5,Acer,rubrum,15,"48.842531675477915, 2.3616109294632572"
19,Gleditsia,triacanthos,5,"48.87597642970702, 2.4018622116615123"
17,Prunus,avium,5,"48.88702519849178, 2.303205902708992"
20,Prunus,avium,6,"48.84867000412664, 2.4158570007364335"
13,Amelanchier,x lamarckii,0,"48.82531326484403, 2.3689078974015985"
15,Quercus,robur,0,"48.84086305055704, 2.2734320276193727"
20,Acer,pseudoplatanus,12,"48.859975830548855, 2.3963413131017437"
16,Cupressus,sempervirens,4,"48.86297773340948, 2.285199950509276"
11,Aesculus,hippocastanum,12,"48.86760182449446, 2.3723034163102996"
20,Acer,platanoides,5,"48.86171709632815, 2.413445288607175"
19,Populus,nigra,25,"48.90032751795353, 2.386443412454569"
10,Pinus,nigra,15,"48.87759340912621, 2.3669182744415806"
17,Toona,sinensis,7,"48.88262917796479, 2.301339550999226"
7,Platanus,occidentalis,28,"48.86252704488272, 2.3042902940715906"
12,Prunus,padus,5,"48.83815303770632, 2.3951843818037535"
7,Paulownia,tomentosa,4,"48.85092631910469, 2.3131361352540543"
20,Quercus,bicolor,5,"48.85918376408512, 2.411400408496889"
14,Gleditsia,triacanthos,10,"48.83652061093766, 2.316686986979719"
11,Aesculus,hippocastanum,12,"48.85927678907434, 2.385195369141237"
12,Tilia,cordata,10,"48.844391282737256, 2.387076176179188"
20,Taxus,baccata,5,"48.860832862661134, 2.3915538345693683"
19,Celtis,australis,20,"48.892230835489066, 2.3720549470592265"
15,Prunus,cerasifera,5,"48.842730000752155, 2.320563462385638"
17,Tilia,tomentosa,10,"48.88521438091172, 2.3106236516400362"
10,Morus,alba,15,"48.87288002585223, 2.3700569034122925"
7,Platanus,x hispanica,11,"48.857365801853646, 2.2998964999924083"
19,Platanus,x hispanica,20,"48.89901441989475, 2.381067341490174"
19,Platanus,x hispanica,10,"48.88621850739616, 2.3937563491712015"
20,Tilia,cordata,12,"48.85251157583463, 2.410400579609477"
19,Pinus,nigra subsp. nigra,5,"48.87861863918147, 2.392923696706661"
15,Aesculus,hippocastanum,14,"48.835532830092134, 2.297857185303392"
12,Liquidambar,styraciflua,10,"48.83616929015705, 2.4119393940460054"
3,Platanus,x hispanica,15,"48.868982302598894, 2.355385601259101"
20,Tilia,tomentosa,5,"48.86317965603817, 2.3883210692851127"
12,Acer,carpinifolium,2,"48.820312591992156, 2.456088373229978"
17,Aesculus,hippocastanum,10,"48.88788908721752, 2.3046786257869907"
16,Magnolia,grandiflora,6,"48.84787321769536, 2.261505958855889"
14,Pyrus,calleryana,6,"48.82205493543186, 2.3289034522117653"
14,Styphnolobium,japonicum,10,"48.83066754757367, 2.3186261749241797"
15,Tilia,platyphyllos,0,"48.830022431617344, 2.2676388574085102"
20,Ilex,aquifolium,7,"48.86201783791109, 2.3913240963691744"
20,Tilia,sp.,15,"48.86004203957898, 2.390480599693055"
12,Styphnolobium,japonicum,7,"48.8272844259284, 2.451416701522433"
18,Pyrus,calleryana,8,"48.8907012390019, 2.3539463694504454"
18,Celtis,occidentalis,12,"48.886344474174734, 2.339991222031311"
12,Juglans,sp.,5,"48.84862013081234, 2.393775753098253"
12,Aesculus,hippocastanum,10,"48.83955356890323, 2.4302561532172082"
11,Ostrya,carpinifolia,5,"48.869847570246435, 2.3785432705459475"
12,Liriodendron,tulipifera,15,"48.83740984940416, 2.379023470385014"
19,Taxus,baccata,12,"48.87842532951176, 2.378807225535357"
7,Tilia,sp.,14,"48.85947735061653, 2.2953458561415387"
15,Taxus,baccata,8,"48.82890763465477, 2.2982404661690694"
20,Acer,campestre,6,"48.86093705298262, 2.3953529464176646"
7,Platanus,x hispanica,8,"48.851605913831534, 2.3096326672634344"
12,Acer,platanoides,5,"48.837995289914474, 2.439691332776615"
17,Tilia,x europaea,4,"48.89046993542325, 2.3143418415580146"
13,Aesculus,hippocastanum,8,"48.83477733604923, 2.342615983080492"
6,Platanus,x hispanica,18,"48.84255818768625, 2.3294497570735664"
12,Tilia,x europaea,9,"48.83303430428104, 2.3835896513341246"
16,Ginkgo,biloba,18,"48.875402764350106, 2.2776430192354735"
15,Prunus,dulcis,5,"48.844308109375746, 2.300278657848584"
18,Platanus,x hispanica,11,"48.90051233650989, 2.3643470872138463"
12,Platanus,x hispanica,5,"48.836959333063454, 2.377874315664959"
14,Salix,babylonica,9,"48.820870727865284, 2.3296161813134226"
14,Platanus,x hispanica,18,"48.83888727443996, 2.329836025050056"
15,Tilia,x euchlora,8,"48.83636902106455, 2.2996111484991406"
5,Styphnolobium,japonicum,5,"48.837910692148135, 2.3512130853987165"
12,Platanus,x hispanica,18,"48.84068613378157, 2.4617821683408403"
13,Hibiscus,syriacus,5,"48.822824931140254, 2.3488772388228"
18,Malus,domestica,3,"48.885903383428186, 2.365176313647258"
20,Quercus,ilex,5,"48.867709579760195, 2.411997078466302"
12,Corylus,colurna,6,"48.84049438832912, 2.4139843328692514"
7,Tilia,tomentosa,12,"48.85945784522568, 2.3139672010852945"
17,Platanus,x hispanica,20,"48.87731520783478, 2.2845696581965025"
13,Fraxinus,excelsior,6,"48.83507823498234, 2.352921159304394"
18,Platanus,x hispanica,5,"48.88450147324424, 2.3386740140382285"
13,Phellodendron,amurense,0,"48.831246211378115, 2.374660094757759"
15,Corylus,colurna,8,"48.847145737665535, 2.3044583197641413"
14,Ginkgo,biloba,10,"48.82322181286727, 2.3104540660866966"
15,Malus,tschonoskii,8,"48.841766666662046, 2.2770130097187002"
16,Platanus,x hispanica,18,"48.844698413830045, 2.25868453466808"
20,Styphnolobium,japonicum,5,"48.847858333542455, 2.413065518383183"
15,Acer,pseudoplatanus,0,"48.83126486330268, 2.269037497021507"
15,Populus,x canadensis,0,"48.82987834624519, 2.269355739912761"
13,Koelreuteria,paniculata,6,"48.818364394914354, 2.3593027505689435"
16,Tilia,cordata,10,"48.850865757099776, 2.25164947669271"
14,Pinus,nigra,11,"48.82441490661997, 2.309508453133171"
19,Pinus,nigra subsp. nigra,10,"48.89231196083879, 2.397876112650275"
19,Aesculus,hippocastanum,15,"48.8776868357213, 2.37825532880907"
8,Aesculus,hippocastanum,14,"48.865085291609525, 2.3024178201991607"
12,Aesculus,hippocastanum,10,"48.83386493654651, 2.4163927966745717"
14,Ginkgo,biloba,10,"48.82370547418889, 2.3081751437311397"
16,Platanus,x hispanica,6,"48.84792243600473, 2.2643088365698767"
17,Prunus,avium,5,"48.89194510287273, 2.3036253764208814"
14,Prunus,x subhirtella,5,"48.82521427771825, 2.3379481405991087"
13,Aesculus,hippocastanum,8,"48.82774709064522, 2.3599287465868066"
16,Cercis,siliquastrum,4,"48.847275498075156, 2.25520694125926"
16,Cephalotaxus,harringtonia,7,"48.84785267678981, 2.251671507747412"
20,Acer,campestre,5,"48.8651363486476, 2.4126427464357296"
16,Platanus,x hispanica,13,"48.868963827433845, 2.295830071932983"
7,Aesculus,x carnea,10,"48.856794451248206, 2.30030694211987"
8,Platanus,x hispanica,18,"48.87579224140888, 2.3205333129620023"
12,Prunus,sargentii,0,"48.83636770391868, 2.4468414302131474"
19,Cornus,mas,5,"48.88993451529875, 2.3832892092655835"
20,Acer,palmatum,4,"48.87134473222155, 2.3793391929950114"
14,Prunus,avium,4,"48.83719512658602, 2.318506124788555"
16,Acer,platanoides,4,"48.86358211626998, 2.2904404465397"
14,Abies,concolor,10,"48.82166598722638, 2.3389200568670105"
16,Fraxinus,excelsior,10,"48.85934757803244, 2.2619452205832307"
19,Populus,nigra,24,"48.879446353889385, 2.4068756402294698"
14,Platanus,x hispanica,20,"48.82967214332611, 2.3283177751594963"
15,Styphnolobium,japonicum,10,"48.846657871999966, 2.2892462369092397"
4,Styphnolobium,japonicum var. pubescens,5,"48.85150299983285, 2.36769656276423"
17,Quercus,cerris,5,"48.89051293533616, 2.3135217695433234"
17,Pinus,sylvestris,3,"48.89277978100602, 2.311229248135675"
12,Prunus,lusitanica,5,"48.84309728658903, 2.3869330916676104"
20,Tilia,sp.,6,"48.865666371990336, 2.4099205437875995"
19,Acer,tataricum subsp. ginnala,0,"48.88585455043922, 2.3922642884275502"
19,Platanus,x hispanica,20,"48.88597072959369, 2.393587318377459"
18,Platanus,x hispanica,8,"48.89640814883049, 2.3345293566234186"
13,Metasequoia,glyptostroboides,8,"48.83503799419113, 2.356635355742037"
19,Platanus,x hispanica,15,"48.87647927475162, 2.3785271018339142"
20,Tilia,tomentosa,5,"48.87398744748614, 2.405199862526414"
5,Betula,pendula,5,"48.84859229735398, 2.359230233813026"
19,Platanus,x hispanica,15,"48.88843242431071, 2.397866860531535"
16,Acer,platanoides,10,"48.844671716952845, 2.2615204629213395"
16,Aesculus,hippocastanum,25,"48.8637212076405, 2.271727841947203"
12,Tilia,platyphyllos,22,"48.82872414621953, 2.4400942044130636"
17,Pinus,sylvestris,3,"48.89298981540215, 2.31216732980388"
13,Non spécifié,sp.,0,"48.83167791681784, 2.3742314224395"
10,Prunus,serrulata,4,"48.87567706372972, 2.3556211697098326"
15,Prunus,sp.,3,"48.828059879941, 2.2963209225441563"
20,Tilia,tomentosa,6,"48.86770390274192, 2.3907928805194607"
19,Platanus,x hispanica,15,"48.87940150421466, 2.384638188930488"
20,Gymnocladus,dioica,8,"48.87371832833453, 2.4120193570574697"
11,Tilia,tomentosa,5,"48.86508308490273, 2.3759231055962373"
9,Styphnolobium,japonicum,6,"48.87729393294538, 2.3423583306237115"
16,Styphnolobium,japonicum,5,"48.84992439414092, 2.2720499755624735"
20,Aesculus,hippocastanum,12,"48.87220141169823, 2.380627571676495"
12,Tilia,tomentosa,10,"48.83883270535974, 2.393730421358364"
13,Styphnolobium,japonicum,15,"48.828040613605616, 2.3722160979380966"
20,Robinia,pseudoacacia,3,"48.853514882211634, 2.407843226719191"
7,Prunus,padus,3,"48.85912022268099, 2.3184707008973353"
20,Platanus,x hispanica,15,"48.873602807578386, 2.3895268392693585"
13,Populus,nigra,21,"48.83328021771326, 2.350764275019822"
10,Malus,sp.,8,"48.878544039146895, 2.3683616599678103"
18,Aesculus,hippocastanum,7,"48.90121872553704, 2.347863140699794"
16,Platanus,x hispanica,14,"48.87140948465154, 2.295319521718725"
19,Populus,nigra,22,"48.88164938379315, 2.4026637434792013"
15,Styphnolobium,japonicum,10,"48.84413597460068, 2.299470684330705"
16,Aesculus,hippocastanum,22,"48.858548548123174, 2.267897273516003"
14,Aesculus,hippocastanum,8,"48.838284531759186, 2.336491047197676"
16,Tilia,tomentosa,12,"48.876902919145174, 2.28358810608436"
17,Betula,pendula,5,"48.89292334941834, 2.311985656944249"
18,Prunus,mahaleb,3,"48.89646599970597, 2.3623107253475975"
19,Platanus,x hispanica,10,"48.877393960444564, 2.3741594428177115"
15,Fraxinus,sp.,3,"48.842763474236385, 2.2970504174624"
14,Tilia,tomentosa,8,"48.831091992005845, 2.3219922251248075"
14,Cupressus,sempervirens,14,"48.838281080230864, 2.327582536617173"
13,Acer,platanoides,11,"48.83312950624931, 2.367638958102581"
17,Platanus,x hispanica,15,"48.89760326047401, 2.3187504592524615"
15,Styphnolobium,japonicum,10,"48.84637155845415, 2.2813808824552178"
12,Platanus,x hispanica,20,"48.84155658259702, 2.4389434353828023"
16,Broussonetia,papyrifera,6,"48.83736098277721, 2.254477176419572"
4,Platanus,x hispanica,6,"48.85132983310832, 2.3633688750183803"
20,Acacia,dealbata,9,"48.86873984678687, 2.4120464742801984"
11,Aesculus,sp.,10,"48.84891280483893, 2.396938635495973"
15,Platanus,x hispanica,15,"48.856404553267865, 2.29013378832241"
13,Gleditsia,triacanthos,5,"48.825075251222096, 2.3674634425814083"
19,Taxus,baccata,0,"48.88180246623836, 2.38551312470926"
19,Prunus,cerasifera,0,"48.88060765417097, 2.386054817452134"
16,Carpinus,betulus,8,"48.84146534261939, 2.259473753103258"
3,Aesculus,x carnea,5,"48.865780209159574, 2.353423542554273"
7,Tilia,tomentosa,8,"48.85928234162833, 2.313947690286437"
5,Taxus,baccata,5,"48.84459950114806, 2.3530103560733724"
15,Aesculus,hippocastanum,0,"48.82976382636732, 2.2680612505134645"
18,Aesculus,hippocastanum,24,"48.889047695672616, 2.3307919485548565"
20,Tilia,sp.,20,"48.86250696069372, 2.389329359652421"
4,Pterocarya,fraxinifolia,15,"48.849212717441425, 2.364209768851606"
5,Platanus,x hispanica,20,"48.838714146549236, 2.3534452661589227"
18,Fraxinus,ornus,5,"48.889710581467156, 2.363021775572048"
20,Taxus,baccata,1,"48.870652382426975, 2.4125357866015773"
15,Celtis,australis,8,"48.843573349800316, 2.3222660033180342"
11,Styphnolobium,japonicum,20,"48.863525419116534, 2.386637689701188"
15,Fagus,sylvatica,11,"48.830710193323384, 2.29942018177649"
14,Platanus,x hispanica,15,"48.83201739390238, 2.3260675095708017"
14,Cercis,siliquastrum,5,"48.8305284477404, 2.320389156327379"
12,Platanus,x hispanica,20,"48.846907386119575, 2.382331675545762"
17,Zelkova,serrata,5,"48.89168693366248, 2.3115907094738684"
12,Platanus,x hispanica,10,"48.84269410972423, 2.371699036212418"
14,Platanus,x hispanica,7,"48.82749662969672, 2.3068733806896304"
7,Carpinus,betulus,10,"48.86269001321275, 2.307703539411195"
14,Carpinus,betulus,5,"48.82976736133244, 2.3174884257236497"
15,Carpinus,betulus,8,"48.85559973559873, 2.2921533328218655"
16,Platanus,x hispanica,18,"48.872575229137475, 2.293969772925719"
16,Styphnolobium,japonicum,10,"48.83717384428045, 2.2592857528377563"
1,Gleditsia,triacanthos,10,"48.8621620486209, 2.3462208000504523"
13,Zelkova,carpinifolia,5,"48.820945343267574, 2.374738250792486"
20,Acer,pseudoplatanus,12,"48.85837431202335, 2.39704150562568"
12,Quercus,robur,21,"48.83992348016668, 2.4411300614508744"
20,Koelreuteria,paniculata,4,"48.86564172712713, 2.394341460518882"
7,Tilia,tomentosa,12,"48.85581570607336, 2.3020929313224188"
20,Tilia,sp.,6,"48.865672439698436, 2.410007715983738"
12,Non spécifié,sp.,0,"48.83788114294838, 2.4061540035763214"
4,Acer,campestre,9,"48.857932575165385, 2.3483682515722557"
20,Fraxinus,excelsior,15,"48.87446410281838, 2.410481041955152"
15,Tilia,cordata,10,"48.84365399166594, 2.282432512363837"
6,Quercus,phellos,5,"48.846731110976116, 2.332542966957442"
13,Ulmus,sp.,5,"48.818931353927574, 2.365234794178832"
20,Tilia,americana,10,"48.853016366610056, 2.402966830497118"
16,Platanus,x hispanica,25,"48.84590333850874, 2.273375173831621"
11,Tilia,tomentosa,10,"48.86356993035696, 2.3838893682456077"
18,Gleditsia,triacanthos f. Inermis,13,"48.894132441643755, 2.3653742706416696"
3,Platanus,x hispanica,11,"48.86443054833127, 2.3632830692937037"
9,Broussonetia,papyrifera,6,"48.88145084463851, 2.3363627754566"
12,Corylus,colurna,5,"48.84291817520499, 2.3893122320165565"
7,Fagus,sylvatica,7,"48.86271350635825, 2.3087580112275714"
12,Thuja,plicata,0,"48.821057925160176, 2.4558151915985174"
16,Ailanthus,altissima,15,"48.86503204090824, 2.2997449020282277"
13,Prunus,padus,5,"48.81861474055494, 2.348142603604981"
14,Fraxinus,excelsior,5,"48.82579757647943, 2.3222755205246397"
15,Betula,pendula,0,"48.850982772080165, 2.285142448110611"
12,Aesculus,sp.,20,"48.82762233260468, 2.4641529797624075"
12,Styphnolobium,japonicum,5,"48.8273459885283, 2.44807284909891"
17,Toona,sinensis,10,"48.88077514269919, 2.299989052319351"
4,Robinia,pseudoacacia,5,"48.84857335767584, 2.364658887455485"
11,Platanus,x hispanica,10,"48.85489840764099, 2.3781142933035517"
13,Acer,negundo,0,"48.826047823732765, 2.372718234149333"
19,Acer,pseudoplatanus,15,"48.88205944097319, 2.3802391990510627"
15,Taxus,baccata,8,"48.829086005859814, 2.29392560556505"
16,Prunus,avium,5,"48.840457078710656, 2.2553231835454803"
20,Tilia,tomentosa,18,"48.86365322718031, 2.390272071605075"
6,Aesculus,hippocastanum,10,"48.85002569504065, 2.332772616021284"
16,Aesculus,hippocastanum,13,"48.85933273902452, 2.2874376006784365"
16,Platanus,x hispanica,9,"48.842665294952525, 2.2702559144594514"
20,Prunus,avium,4,"48.85156716522277, 2.4091757678781107"
20,Malus,tschonoskii,4,"48.85135914758294, 2.398846979041898"
16,Aesculus,hippocastanum,14,"48.84812530757028, 2.2438125931833124"
13,Tilia,tomentosa,7,"48.81996363648603, 2.355695490282798"
19,Ligustrum,japonicum,5,"48.885140213408924, 2.3817463975770368"
20,Celtis,australis,10,"48.85480565501898, 2.4121873896012906"
8,Platanus,x hispanica,18,"48.87297267716384, 2.3099432543596214"
15,Prunus,sp.,9,"48.830975780040646, 2.301317826386405"
15,Quercus,cerris,0,"48.83801707741088, 2.276344174129393"
19,Fraxinus,ornus,12,"48.89929399885088, 2.375785825166449"
20,Acer,platanoides,10,"48.86701266959553, 2.4123277046471254"
17,Platanus,x hispanica,18,"48.888548865336496, 2.2970038136241357"
20,Styphnolobium,japonicum,18,"48.84856020710983, 2.4058729149502778"
8,Celtis,australis,7,"48.88195871878204, 2.3198491897699207"
17,Platanus,x hispanica,10,"48.890755280447245, 2.3035105772406137"
13,Populus,simonii,12,"48.818792460868586, 2.354613801050721"
20,Acer,pseudoplatanus,14,"48.8752326847067, 2.40005718840741"
